full_text;cleaned;cleaned_token;count;sentiment
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  #KAIPerpanjangLayananLRTJabodebek #keretaapikita #PLNAchievements https://t.co/G1hVm1Y13G;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kaiperpanjanglayananlrtjabodebek keretaapikita plnachievements;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita', 'plnachievements'];1;positif
Tambah 44 Perjalanan di Hari Kerja, Waktu Tunggu LRT Jabodebek Kini Cuma 6 Menit https://t.co/0RYZFrhBPN;perjalanan kerja tunggu lrt jabodebek menit;['perjalanan', 'kerja', 'tunggu', 'lrt', 'jabodebek', 'menit'];1;positif
Perpanjangan penambahan waktu layanan ini sebagai respon terhadap antusiasme yang luar biasa dan tingginya minat masyarakat menggunakan LRT Jabodebek.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita;perpanjangan penambahan layanan respon antusiasme tingginya minat masyarakat lrt jabodebek kaiperpanjanglayananlrtjabodebek keretaapikita;['perpanjangan', 'penambahan', 'layanan', 'respon', 'antusiasme', 'tinggi', 'nya', 'minat', 'masyarakat', 'lrt', 'jabodebek', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/WD85ez3bRP;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib kaiperpanjanglayananlrtjabodebek keretaapikita;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/VjqQvsQLcd;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib kaiperpanjanglayananlrtjabodebek keretaapikita;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
Masuk Jajaran Kereta Lokal Tercanggih, Apa Saja Fitur Mutakhir LRT Jabodebek? https://t.co/gJ2XemH6qN #TempoTekno;masuk jajaran kereta lokal tercanggih fitur mutakhir lrt jabodebek tempotekno;['masuk', 'jajaran', 'kereta', 'lokal', 'tercanggih', 'fitur', 'mutakhir', 'lrt', 'jabodebek', 'tempotekno'];2;positif
mohon arahannya mimin supaya ya nyasar:( @lrtjabodebek;mohon arahannya mimin nyasar;['mohon', 'arahan', 'nya', 'mimin', 'nyasar'];0;netral
@lrtjabodebek mimin mau nanyaa, kalo dari stasiun bekasi barat ke harjamukti tuh transit dlu ya??;mimin nanyaa stasiun bekasi barat harjamukti tuh transit dlu;['mimin', 'nanyaa', 'stasiun', 'bekasi', 'barat', 'harjamukti', 'tuh', 'transit', 'dlu'];0;netral
@lrtjabodebek min mau tanya kantong parkir di stasiun bekasi barat ada dimana ya?;min kantong parkir stasiun bekasi barat;['min', 'kantong', 'parkir', 'stasiun', 'bekasi', 'barat'];0;netral
*Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek*  #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/gZRrBtmt4Y;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kaiperpanjanglayananlrtjabodebek keretaapikita;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
@lrtjabodebek min tarif tiket dr kuningan ke cikunir 1 berapa?;min tarif tiket dr kuningan cikunir;['min', 'tarif', 'tiket', 'dr', 'kuningan', 'cikunir'];0;netral
Langkah ini diambil sebagai tanggapan terhadap permintaan pengguna yang menginginkan waktu layanan yang lebih panjang. Diharapkan, perubahan ini dapat meningkatkan animo dan jumlah pengguna LRT Jabodebek. Penasaran kayak gimana? Yuk intip postingan KAKmin di atas!;langkah diambil tanggapan permintaan pengguna layanan diharapkan perubahan meningkatkan animo pengguna lrt jabodebek penasaran gimana yuk intip postingan kakmin;['langkah', 'diambil', 'tanggapan', 'permintaan', 'pengguna', 'layanan', 'diharapkan', 'perubahan', 'meningkatkan', 'animo', 'pengguna', 'lrt', 'jabodebek', 'penasaran', 'gimana', 'yuk', 'intip', 'postingan', 'kakmin'];2;positif
Mulai 16 Januari, Waktu Layanan Operasi LRT Jabodebek Diperpanjang  Nih, ada kabar baik buat kamu, para pengguna LRT Jabodebek yang suka pulang malam atau lembur dadakan! Mulai 16 Januari, LRT Jabodebek bikin penyesuaian baru dengan memperpanjang waktu layanan operasi. https://t.co/O7EAL16GGn;januari layanan operasi lrt jabodebek diperpanjang nih kabar pengguna lrt jabodebek suka pulang malam lembur dadakan januari lrt jabodebek bikin penyesuaian memperpanjang layanan operasi;['januari', 'layanan', 'operasi', 'lrt', 'jabodebek', 'diperpanjang', 'nih', 'kabar', 'pengguna', 'lrt', 'jabodebek', 'suka', 'pulang', 'malam', 'lembur', 'dadakan', 'januari', 'lrt', 'jabodebek', 'bikin', 'penyesuaian', 'memperpanjang', 'layanan', 'operasi'];1;positif
@lrtjabodebek gimana ini masa dari nunggu kretanya dari LED nya 2 menit, malah nambah di LED nya ke 4 menit, dimana� berkurang bukannya bertambah ????;gimana nunggu kretanya led menit nambah led menit dimana� berkurang bertambah????;['gimana', 'nunggu', 'kretanya', 'led', 'menit', 'nambah', 'led', 'menit', 'dimana�', 'berkurang', 'bertambah????'];-1;negatif
@lrtjabodebek minn kalau ada barang yang ketinggalan di lrt bagaimana ya prosedur lost and foundnya?;minn barang ketinggalan lrt prosedur lost and foundnya;['minn', 'barang', 'ketinggalan', 'lrt', 'prosedur', 'lost', 'and', 'foundnya'];0;netral
@lrtjabodebek min kalo lagi rush hour terus kursi dipake bayi tuh hukumnya gimana kl boleh tau?;min rush hour kursi dipake bayi tuh hukumnya gimana kl tau;['min', 'rush', 'hour', 'kursi', 'dipake', 'bayi', 'tuh', 'hukum', 'nya', 'gimana', 'kl', 'tau'];0;netral
@alfabloodtype @jalur5_ Malu-maluin sih kalo udah beli banyak malah disimpen di jalur Priuk ??  Ya berharap aja semoga perfoma dan kualitasnya bagus, soalnya kalau lihat KRL bandara &amp  LRT Jabodebek ga banyak masalah. Kalau LRT kemaren setau sya cuma masalah di auto driver nya;malumaluin beli disimpen jalur priuk?? berharap semoga perfoma kualitasnya bagus lihat krl bandara amp lrt jabodebek lrt kemaren setau sya auto driver;['malumaluin', 'beli', 'disimpen', 'jalur', 'priuk??', 'berharap', 'semoga', 'perfoma', 'kualitas', 'nya', 'bagus', 'lihat', 'krl', 'bandara', 'amp', 'lrt', 'jabodebek', 'lrt', 'kemaren', 'setau', 'sya', 'auto', 'driver'];3;positif
@efenerr Sebuah privilise bagi warga kota yang transportasi publiknya sudah baik, nyaman, dan terjangkau.   Bagi yang masih naik kendaraan pribadi tak masalah, karena belum meratanya transportasi publik.   Ilustrasi: LRT Palembang, LRT Jabodebek, dan Transjakarta ???? https://t.co/R4lj9ro3iw;privilise warga kota transportasi publiknya nyaman terjangkau kendaraan pribadi tak meratanya transportasi publik ilustrasi lrt palembang lrt jabodebek transjakarta????;['privilise', 'warga', 'kota', 'transportasi', 'publik', 'nya', 'nyaman', 'terjangkau', 'kendaraan', 'pribadi', 'tak', 'merata', 'nya', 'transportasi', 'publik', 'ilustrasi', 'lrt', 'palembang', 'lrt', 'jabodebek', 'transjakarta????'];0;netral
@PradityaSIA01 @jalur5_ Kalau lihat dari KRL Bandara sih kelihatan nya ga ada masalah, LRT Jabodebek juga kelihatan nya ga ada masalah. Masalah yang kemaren itu cuma di auto driver nya aja, harusnya ga ada masalah soalnya KAI masih pake masinis. Yaa berharap aja nanti perfoma &amp  kualitasnya bagus;lihat krl bandara lrt jabodebek kemaren auto driver kai pake masinis yaa berharap perfoma amp kualitasnya bagus;['lihat', 'krl', 'bandara', 'lrt', 'jabodebek', 'kemaren', 'auto', 'driver', 'kai', 'pake', 'masinis', 'yaa', 'berharap', 'perfoma', 'amp', 'kualitas', 'nya', 'bagus'];2;positif
Dear @REVO_MALL, kecewa bgt sih, lokasi parkir sepeda motor dipindah ke luar, area terbuka tidak ada atap. Saya jadi tidak tertarik lagi menggunakan @lrtjabodebek karena parkir Revo yg tidak motor friendly lagi sekarang. Semoga bisa menjadi perhatian bersama. Terima kasih.;dear kecewa lokasi parkir sepeda motor dipindah area terbuka atap parkir revo motor friendly semoga perhatian terima kasih;['dear', 'kecewa', 'lokasi', 'parkir', 'sepeda', 'motor', 'dipindah', 'area', 'terbuka', 'atap', 'parkir', 'revo', 'motor', 'friendly', 'semoga', 'perhatian', 'terima', 'kasih'];-1;negatif
@trio_bunny @arli_ap China phobia. Justru portofolio industri kita udah bagus. MRT dari Jepang, LRT Jakarta dari Korea, KCIC dari China, LRT Jabodebek dari Indonesia, KRL gabungan bekas Jepang, trainset baru Cina, dan Indonesia;china phobia portofolio industri bagus mrt jepang lrt jakarta korea kcic china lrt jabodebek indonesia krl gabungan bekas jepang trainset cina indonesia;['china', 'phobia', 'portofolio', 'industri', 'bagus', 'mrt', 'jepang', 'lrt', 'jakarta', 'korea', 'kcic', 'china', 'lrt', 'jabodebek', 'indonesia', 'krl', 'gabungan', 'bekas', 'jepang', 'trainset', 'cina', 'indonesia'];1;positif
@rijalsid Halo Kak @rijalsid , selamat malam. Saat ini LRT Jakarta baru melayani rute Pegangsaan Dua hingga Velodrome saja. Rute tersebut merupakan area pelayanan dari LRT Jabodebek, terkait jadwal dan informasi selengkapnya bisa ditanyain ke mimin @lrtjabodebek ya Kak. Terima kasih ??(FR);halo kak selamat malam lrt jakarta melayani pegangsaan hingga velodrome area pelayanan lrt jabodebek terkait jadwal informasi selengkapnya ditanyain mimin kak terima kasih??fr;['halo', 'kak', 'selamat', 'malam', 'lrt', 'jakarta', 'melayani', 'pegangsaan', 'hingga', 'velodrome', 'area', 'pelayanan', 'lrt', 'jabodebek', 'terkait', 'jadwal', 'informasi', 'selengkapnya', 'ditanyain', 'mimin', 'kak', 'terima', 'kasih??fr'];0;netral
dear @lrtjabodebek, ini st dukuh atas gak ada niatan bikin fentilasi yg segede gambreng at least kl gada ac biar ga engap dan PUANAS + ini juga penerangannya minim sekali macem lg jurit malam ni, take vid jam 6pm?? https://t.co/AYqpd09WFO;dear st dukuh niatan bikin fentilasi segede gambreng at least kl gada ac biar engap puanas penerangannya minim macem lg jurit malam ni take vid jam pm??;['dear', 'st', 'dukuh', 'niatan', 'bikin', 'fentilasi', 'segede', 'gambreng', 'at', 'least', 'kl', 'gada', 'ac', 'biar', 'engap', 'puanas', 'penerangan', 'nya', 'minim', 'macem', 'lg', 'jurit', 'malam', 'ni', 'take', 'vid', 'jam', 'pm??'];-2;negatif
@imkhumairoh @infojakarta Halo Kak @imkhumairoh , selamat malam. Saat ini LRT Jakarta baru melayani rute Pegangsaan Dua hingga Velodrome saja. Stasiun Cikoko merupakan area pelayanan dari LRT Jabodebek, untuk tagnya bisa ke akun @lrtjabodebek ya Kak. Terima kasih ??;halo kak selamat malam lrt jakarta melayani pegangsaan hingga velodrome stasiun cikoko area pelayanan lrt jabodebek tagnya akun kak terima kasih??;['halo', 'kak', 'selamat', 'malam', 'lrt', 'jakarta', 'melayani', 'pegangsaan', 'hingga', 'velodrome', 'stasiun', 'cikoko', 'area', 'pelayanan', 'lrt', 'jabodebek', 'tagnya', 'akun', 'kak', 'terima', 'kasih??'];0;netral
minus banget kelakuan lrt jabodebek. bikin keluhan distories cuma diliat. apa susahnya kasih info kalau ada gangguan tadi pagi?  kalau ada keterlambatan juga gak ada info, akun twitter serasa akun mati, instagram juga gini. minus banget! @lrtjabodebek https://t.co/QYPVXPZPyt;minus kelakuan lrt jabodebek bikin keluhan distories diliat susahnya kasih info gangguan pagi keterlambatan info akun twitter serasa akun mati instagram minus;['minus', 'kelakuan', 'lrt', 'jabodebek', 'bikin', 'keluhan', 'distories', 'diliat', 'susah', 'nya', 'kasih', 'info', 'gangguan', 'pagi', 'keterlambatan', 'info', 'akun', 'twitter', 'serasa', 'akun', 'mati', 'instagram', 'minus'];-5;negatif
@rahma_tyaraa Wah iya juga ya ada di Sumsel tp udah pernah LRT jabodebek si;sumsel tp lrt jabodebek;['sumsel', 'tp', 'lrt', 'jabodebek'];0;netral
Hai haii, ada yg tau ndak LRT jabodebek beroperasi sampe jam berapa ya?;hai haii tau ndak lrt jabodebek beroperasi sampe jam;['hai', 'haii', 'tau', 'ndak', 'lrt', 'jabodebek', 'beroperasi', 'sampe', 'jam'];0;netral
Masih PESIMIS &amp  SEPI PENUMPANG ?? Kini LRT JABODEBEK PADAT SEKALI &amp  Perlu Lanjut FASE 2 https://t.co/pwQfHkzGrw;pesimis amp sepi penumpang lrt jabodebek padat amp fase;['pesimis', 'amp', 'sepi', 'penumpang', 'lrt', 'jabodebek', 'padat', 'amp', 'fase'];1;positif
Kalau operasional sama seperti KRL (sampai tengah malam), aman enggak ini LRT Jabodebek ya?;operasional krl malam aman enggak lrt jabodebek;['operasional', 'krl', 'malam', 'aman', 'enggak', 'lrt', 'jabodebek'];0;netral
@_neo_noe_ Selamat siang Kak. Mohon maaf, sehubungan dengan adanya penyesuaian tarif LRT Jabodebek sehingga mulai 1 Desember 2023 setiap hari Senin-Jumat pemesanan tiket belum bisa dilayani melalui aplikasi Access by KAI. Pemesanan LRT Jabodebek melalui aplikasi Access by KAI akan dibuka�;selamat siang kak mohon maaf sehubungan penyesuaian tarif lrt jabodebek desember seninjumat pemesanan tiket dilayani aplikasi access by kai pemesanan lrt jabodebek aplikasi access by kai dibuka�;['selamat', 'siang', 'kak', 'mohon', 'maaf', 'sehubungan', 'penyesuaian', 'tarif', 'lrt', 'jabodebek', 'desember', 'seninjumat', 'pemesanan', 'tiket', 'dilayani', 'aplikasi', 'access', 'by', 'kai', 'pemesanan', 'lrt', 'jabodebek', 'aplikasi', 'access', 'by', 'kai', 'dibuka�'];0;netral
@lrtjabodebek apakah ada tarif integrasi LRT Jabodebek dengan @PT_Transjakarta ? Mohon informasinya.;tarif integrasi lrt jabodebek mohon informasinya;['tarif', 'integrasi', 'lrt', 'jabodebek', 'mohon', 'informasi', 'nya'];0;netral
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/KlrhyFedcX;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib kaiperpanjanglayananlrtjabodebek keretaapikita;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
Moga @lrtjabodebek segera diperpanjang sampe Bogor buat ngurangin volume KRL. Kasian tiap hari liat commuter diginiin mulu ??;moga diperpanjang sampe bogor ngurangin volume krl kasian liat commuter diginiin mulu??;['moga', 'diperpanjang', 'sampe', 'bogor', 'ngurangin', 'volume', 'krl', 'kasian', 'liat', 'commuter', 'diginiin', 'mulu??'];1;positif
LRT Jabodebek perlu segera diperpanjang sampai Bogor untuk memecah volume penumpang.  Dari Stasiun Harjamukti ke Bogor sekitar 30 km. Berarti butuh dana sekitar Rp 15-20 T. ??;lrt jabodebek diperpanjang bogor memecah volume penumpang stasiun harjamukti bogor butuh dana rp t??;['lrt', 'jabodebek', 'diperpanjang', 'bogor', 'memecah', 'volume', 'penumpang', 'stasiun', 'harjamukti', 'bogor', 'butuh', 'dana', 'rp', 't??'];1;positif
Hal sederhana yang bikin netizen ga suka:   LRT Jabodebek ramai penumpang &amp  melayani 240 perjalanan per hari.   *Ga bisa dijadikan bahan keributan oleh netizen.   https://t.co/smAu54jQYy;hal sederhana bikin netizen suka lrt jabodebek ramai penumpang amp melayani perjalanan dijadikan bahan keributan netizen;['hal', 'sederhana', 'bikin', 'netizen', 'suka', 'lrt', 'jabodebek', 'ramai', 'penumpang', 'amp', 'melayani', 'perjalanan', 'dijadikan', 'bahan', 'keributan', 'netizen'];1;positif
Udah 10 menit stuck mau masuk stasiun ciliwung, tanpa ada info kenapa. Gimana sih? @lrtjabodebek kalo ada gangguan diinfo dong!;menit stuck masuk stasiun ciliwung info gimana gangguan diinfo;['menit', 'stuck', 'masuk', 'stasiun', 'ciliwung', 'info', 'gimana', 'gangguan', 'diinfo'];-1;negatif
@jalur5_ @lrt_jabodebek Hari ini 27/02 juga begitu LRT NGADAT DI STASIUN CAWANG BNN;lrt ngadat stasiun cawang bnn;['lrt', 'ngadat', 'stasiun', 'cawang', 'bnn'];-1;negatif
Hari ini naik @lrtjabodebek lagi, di awal jalan semoga lancar yg sekarang. Keburu naik jam 6.20, harusnya sampai dukuh atas jam 6.55. Tapi sampe sekarang masih nyangkut di cawang ??;jalan semoga lancar keburu jam dukuh jam sampe nyangkut cawang??;['jalan', 'semoga', 'lancar', 'keburu', 'jam', 'dukuh', 'jam', 'sampe', 'nyangkut', 'cawang??'];-1;negatif
@lrtjabodebek LRT pagi udah keramean. Ibu hamil yang duduk sampe ga bisa keluar gara-gara gerbong penuh &amp  perutnya kedesek-desek. Gimana solusinya hayo? *saatnya tambahin headway dong;lrt pagi keramean hamil duduk sampe garagara gerbong penuh amp perutnya kedesekdesek gimana solusinya hayo tambahin headway;['lrt', 'pagi', 'keramean', 'hamil', 'duduk', 'sampe', 'garagara', 'gerbong', 'penuh', 'amp', 'perut', 'nya', 'kedesekdesek', 'gimana', 'solusi', 'nya', 'hayo', 'tambahin', 'headway'];-1;negatif
Btw lu dari duku atas arah ke bekasi ampe jam berapa min? @lrtjabodebek;btw duku bekasi ampe jam min;['btw', 'duku', 'bekasi', 'ampe', 'jam', 'min'];0;netral
"@txtdrbekasi Rute ini terintegrasi sama apa aja min?"" Ada banyak Trans Patriot: TP1 arah Harapan Indah Transjakarta:  B11 arah Cawang Royal Trans: B13 Blok M B14 Kuningan LRT Jabodebek: Bekasi Line di St. Bekasi Barat""";terintegrasi min trans patriot tp harapan indah transjakarta b cawang royal trans b blok m b kuningan lrt jabodebek bekasi line st bekasi barat;['terintegrasi', 'min', 'trans', 'patriot', 'tp', 'harapan', 'indah', 'transjakarta', 'b', 'cawang', 'royal', 'trans', 'b', 'blok', 'm', 'b', 'kuningan', 'lrt', 'jabodebek', 'bekasi', 'line', 'st', 'bekasi', 'barat'];0;netral
"Bis Kita Transpatriot Bekasi Akan Segera Beroprasi""  Sekretaris Dinas Perhubungan Kota Bekasi, Ikhwanudin Rahmat mengatakan, Biskita Trans Bekasi Patriot bakal resmi beroperasi pada 29 Februari 2024 mendatang. Layanan ini akan terintegrasi dengan moda LRT Jabodebek.  - Sebuah� https://t.co/jo3RuS4gwG""";bis transpatriot bekasi beroprasi sekretaris dinas perhubungan kota bekasi ikhwanudin rahmat biskita trans bekasi patriot resmi beroperasi februari layanan terintegrasi moda lrt jabodebek sebuah�;['bis', 'transpatriot', 'bekasi', 'beroprasi', 'sekretaris', 'dinas', 'perhubungan', 'kota', 'bekasi', 'ikhwanudin', 'rahmat', 'biskita', 'trans', 'bekasi', 'patriot', 'resmi', 'beroperasi', 'februari', 'layanan', 'terintegrasi', 'moda', 'lrt', 'jabodebek', 'sebuah�'];0;netral
Layanan bus Buy The Service (BTS) di Bekasi akan mulai beroperasi pada 29 Februari 2024 mendatang. Bus yang diberi nama Biskita Trans Bekasi Patriot ini akan terintegrasi dengan LRT Jabodebek.  #SmartNews @kompascom https://t.co/KZXSv5cGy5;layanan bus buy the service bts bekasi beroperasi februari bus nama biskita trans bekasi patriot terintegrasi lrt jabodebek smartnews;['layanan', 'bus', 'buy', 'the', 'service', 'bts', 'bekasi', 'beroperasi', 'februari', 'bus', 'nama', 'biskita', 'trans', 'bekasi', 'patriot', 'terintegrasi', 'lrt', 'jabodebek', 'smartnews'];0;netral
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/XzkwpETAj2;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib kaiperpanjanglayananlrtjabodebek keretaapikita;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
LRT Jabodebek kembali mengalami gangguan pada Senin (26/2/2024) pagi setelah gangguan sebelumnya pada Rabu (21/2/2024). https://t.co/OZtnjrFd0S;lrt jabodebek mengalami gangguan pagi gangguan;['lrt', 'jabodebek', 'mengalami', 'gangguan', 'pagi', 'gangguan'];-2;negatif
Ternyata LRT Jabodebek memiliki Moving Block sebagai sistem persinyalannya lho.  Sini, MinKA bisikin apa itu Moving Block! ?? ????  #MerangkaiRel #MenghubungkanIndonesia https://t.co/otVyBDmZ3M;lrt jabodebek memiliki moving block sistem persinyalannya lho minka bisikin moving block?????? merangkairel menghubungkanindonesia;['lrt', 'jabodebek', 'memiliki', 'moving', 'block', 'sistem', 'persinyalan', 'nya', 'lho', 'minka', 'bisikin', 'moving', 'block??????', 'merangkairel', 'menghubungkanindonesia'];0;netral
Seorang sopir ambulans memergoki pemotor yang menggunakan jalur Transjakarta dekat Stasiun LRT Jabodebek Kuningan, Jakarta Selatan, Senin pagi (26/2) jam 09.40 WIB. Saat polisi akan menilang sejumlah pemotor, mereka terpantau balik arah menjauhi stasiun LRT.  Sebagai kendaraan� https://t.co/oRvkT6kSR0;sopir ambulans memergoki pemotor jalur transjakarta stasiun lrt jabodebek kuningan jakarta selatan pagi jam wib polisi menilang pemotor terpantau menjauhi stasiun lrt kendaraan�;['sopir', 'ambulans', 'memergoki', 'pemotor', 'jalur', 'transjakarta', 'stasiun', 'lrt', 'jabodebek', 'kuningan', 'jakarta', 'selatan', 'pagi', 'jam', 'wib', 'polisi', 'menilang', 'pemotor', 'terpantau', 'menjauhi', 'stasiun', 'lrt', 'kendaraan�'];0;netral
Rangkaian kereta LRT Jabodebek yang mengalami gangguan di Stasiun Cawang, Senin (26/2/2024), telah selesai diperbaiki. https://t.co/3QzH52TGMy;rangkaian kereta lrt jabodebek mengalami gangguan stasiun cawang selesai diperbaiki;['rangkaian', 'kereta', 'lrt', 'jabodebek', 'mengalami', 'gangguan', 'stasiun', 'cawang', 'selesai', 'diperbaiki'];1;positif
Tarif Promo LRT Jabodebek Segera Berakhir, Ada Kenaikan Harga? https://t.co/xdFfbe0jut;tarif promo lrt jabodebek kenaikan harga;['tarif', 'promo', 'lrt', 'jabodebek', 'kenaikan', 'harga'];-1;negatif
@mimpikenyata Selamat sore Kak. Mohon maaf, sehubungan dengan adanya penyesuaian tarif LRT Jabodebek mulai 1 Desember 2023, setiap Hari Senin-Jumat pemesanan tiket belum bisa dilayani melalui aplikasi Access by KAI. Pemesanan LRT Jabodebek melalui aplikasi Access by KAI akan dibuka kembali�;selamat sore kak mohon maaf sehubungan penyesuaian tarif lrt jabodebek desember seninjumat pemesanan tiket dilayani aplikasi access by kai pemesanan lrt jabodebek aplikasi access by kai dibuka kembali�;['selamat', 'sore', 'kak', 'mohon', 'maaf', 'sehubungan', 'penyesuaian', 'tarif', 'lrt', 'jabodebek', 'desember', 'seninjumat', 'pemesanan', 'tiket', 'dilayani', 'aplikasi', 'access', 'by', 'kai', 'pemesanan', 'lrt', 'jabodebek', 'aplikasi', 'access', 'by', 'kai', 'dibuka', 'kembali�'];0;netral
@jalur5_ @lrt_jabodebek Ni dari awal berangkat stasiun jatimulya emg udah aneh kretany.. ga paham ane sblm kereta di jalanin udh dicek blm kelaikannya;ni berangkat stasiun jatimulya emg aneh kretany paham ane sblm kereta jalanin udh dicek blm kelaikannya;['ni', 'berangkat', 'stasiun', 'jatimulya', 'emg', 'aneh', 'kretany', 'paham', 'ane', 'sblm', 'kereta', 'jalanin', 'udh', 'dicek', 'blm', 'kelaikan', 'nya'];-1;negatif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  #KAIPerpanjangLayananLRTJabodebek https://t.co/O1F6yzC2Kk;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib kaiperpanjanglayananlrtjabodebek;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'kaiperpanjanglayananlrtjabodebek'];1;positif
@mimpikenyata Selamat sore Kak. Mohon maaf, informasi lengkap terkait pemesanan tiket LRT Jabodebek melalui aplikasi Access by KAI silakan follow dan mention/DM ke @KAI121 ya. Terima kasih.;selamat sore kak mohon maaf informasi lengkap terkait pemesanan tiket lrt jabodebek aplikasi access by kai silakan follow mentiondm terima kasih;['selamat', 'sore', 'kak', 'mohon', 'maaf', 'informasi', 'lengkap', 'terkait', 'pemesanan', 'tiket', 'lrt', 'jabodebek', 'aplikasi', 'access', 'by', 'kai', 'silakan', 'follow', 'mentiondm', 'terima', 'kasih'];0;netral
Para penumpang Kereta Rel Listrik (KRL) Jabodetabek dan kereta ringan tanpa masinis (LRT) Jabodebek hanya bisa mengelus dada. Terjadi gangguan secara ... https://t.co/gsCrs7JyBp;penumpang kereta rel listrik krl jabodetabek kereta ringan masinis lrt jabodebek mengelus dada gangguan;['penumpang', 'kereta', 'rel', 'listrik', 'krl', 'jabodetabek', 'kereta', 'ringan', 'masinis', 'lrt', 'jabodebek', 'mengelus', 'dada', 'gangguan'];-1;negatif
